vulnid,pga,mdr,std,cv
1,0.0,0.0,0.0,0.0
1,60.0,0.0,0.0,0.0
1,175.3964807,0.008818863070358838,0.05640544779616634,6.518374144520495
1,213.8722138,0.020111280407179084,0.07518143506620469,3.0520830443726576
1,252.7168561,0.04181855478332263,0.12277734605003468,2.664601117620816
1,296.812296,0.07827236648448337,0.06521457574817642,3.4923012878192154
1,340.5466156,0.08295156618554268,0.07845757482499066,3.1579295871302437
1,390.9223761,0.11499059689912616,0.12906402407385234,1.8799152016624479
1,440.3241298,0.16330593668592147,0.21109664722810026,2.3181514708478894
1,479.0994997,0.18355294727938265,0.18291805180620524,1.478999888778778
1,540.605469,0.27326634851264275,0.1753342400991909,0.9125989878585279
1,632.1120011,0.3540931796756245,0.21066329507266687,1.421920808645861
1,749.5725966,0.36012829060597423,0.1121353896745769,1.257409072523997
1,894.0968783,0.3438579841653237,0.1385841649664375,0.7848732737184242
1,1152.423232,0.47013989042314513,0.14808206804006438,1.5393564049049322
1,1845.8016,0.5737740825689074,0.18630488773132683,1.8955209721492052
1,2502.335861,0.5681666932556764,0.212640374591087,1.3797881423347875
2,0.0,0.0,0.0,0.0
2,60.0,0.0,0.0,0.0
2,179.6715621,0.014881041010040487,0.0664882634097314,5.535475134602744
2,222.5043565,0.018205702768645807,0.09788089298405994,4.217117833082427
2,267.415336,0.037956111765321994,0.09782405861792293,2.67906284648319
2,316.2497714,0.09816012388494655,0.13409907930050322,2.687020931159485
2,368.5331492,0.09428071245480141,0.12181720351164749,2.7514784705445074
2,423.8568785,0.12054566925976283,0.14704926191453072,1.1299938761131474
2,470.4827508,0.12031363496240188,0.18152564086299966,1.820312707856055
2,533.7714725,0.19227294336633188,0.12311631293263404,1.4901869410284265
2,632.1120011,0.25318605223674595,0.11115385658973029,1.7476807585288803
2,765.6308501,0.3267839489554415,0.12836208434793653,1.3774180584225841
2,951.5027348,0.35784517145196415,0.22183050798012627,1.1234654141036888
2,1383.549355,0.4375303178721838,0.20505179448654154,1.3710130573397046
2,2137.594605,0.29502659034127443,0.1729486015790832,1.2067163448064089
2,2778.815938,0.547093385481871,0.13536732598419923,0.49081512083686013
3,0.0,0.0,0.0,0.0
3,60.0,0.0,0.0,0.0
3,175.3964807,0.013567126285223854,0.04594494613469872,8.262184807525006
3,206.876626,0.016319195644468255,0.13144899682662642,2.659334460719786
3,242.1228627,0.03422875541018412,0.05787419768009866,2.85251992126098
3,280.7775906,0.03207657129364782,0.14371982251773968,1.762369976901294
3,320.6673794,0.0661757087577157,0.11650686626560204,2.0937728642273794
3,363.4446885,0.09472529851963417,0.14590244808705544,2.1848382794300942
3,408.8866502,0.14151062337659878,0.12563441459684144,2.187237518996515
3,450.8992307,0.13862831558010028,0.14879369298681508,2.1603051593019638
3,490.2824032,0.2308175282095648,0.10220907962091601,1.7009115811307043
3,548.9242447,0.2004958795731702,0.23582940122139118,1.3701443579050814
3,632.1120011,0.23005950776406936,0.15085092472358663,1.9235144601864025
3,738.8943606,0.2825579290286323,0.14710979238354724,1.5160362678173696
3,867.8197362,0.25374722194073035,0.10654277821292563,1.557780144092331
3,1081.97059,0.4534575093689431,0.20460409852806577,1.71348248678914
3,1593.664012,0.49314701082484436,0.2653161526199865,1.1275065706964182
3,2203.911197,0.4322481060861477,0.20470151557880348,1.4717344168534434
3,2728.546833,0.412007396333436,0.21341658904158517,0.653245559968811
4,0.0,0.0,0.0,0.0
4,60.0,0.0,0.0,0.0
4,175.3964807,0.007222795884427199,0.08319387191187223,4.768354387872533
4,206.876626,0.015411892647320694,0.12975989067532473,3.6380428675915746
4,242.1228627,0.027733240969784273,0.12043386840577434,3.0734591669480134
4,280.7775906,0.03438604766106822,0.08396377526055346,1.6657960391903197
4,320.6673794,0.04166923997847135,0.1307066595360076,2.7359473304157174
4,363.4446885,0.08391207126477197,0.09682635177003998,2.4955821557809545
4,408.8866502,0.09046734272378902,0.12331442715009515,2.1596220140308353
4,450.8992307,0.11213732497413975,0.1174359552793304,2.2586082097612623
4,490.2824032,0.15467129215854156,0.15820782336377914,1.5198172457137809
4,548.9242447,0.1968011463280889,0.0916812445445692,1.117632037195352
4,632.1120011,0.16538914385501974,0.16296955473625332,0.9972760540042309
4,738.8943606,0.25431064508383594,0.24137735039661376,0.838363985363454
4,867.8197362,0.2174329436584734,0.2584891008139698,1.0276583281596592
4,1081.97059,0.2733890017890605,0.16211521674421156,1.4915426511962722
4,1593.664012,0.4157455282817419,0.141197437058854,0.9146830654377432
4,2203.911197,0.2824632453804315,0.1922799988708164,1.9191735383494097
4,2728.546833,0.297824084817532,0.14799006935165615,0.8021971176938939
5,0.0,0.0,0.0,0.0
5,60.0,0.0,0.0,0.0
5,175.7851245,0.010713691604609039,0.0426775541453744,4.544704347892287
5,214.6569541,0.018758408437999325,0.08741407193441883,5.851146821329076
5,254.0530815,0.026595007396398463,0.13296308089876493,4.296914112410253
5,298.5793392,0.044239671872178955,0.08989005125172546,3.9978734610089544
5,343.0908459,0.07340646691300648,0.15499275301878032,2.59713020374817
5,393.9164218,0.12639144806918337,0.15589185479303735,1.9011133075934028
5,443.0658226,0.12047264515079223,0.22871533603723168,2.6742560368544144
5,484.069679,0.13129931736973932,0.15782304969509037,1.9671904271398066
5,548.9242447,0.17116423739868056,0.10509379651241522,2.445482514121684
5,643.9767077,0.20975350548448946,0.08266392451676405,1.3937416679374952
5,765.6308501,0.27245787981733255,0.26147174992583117,1.6364890025481853
5,925.4091637,0.32346265698888504,0.22827654608872935,1.3828036070891225
5,1243.472917,0.3659732412523675,0.13310555788501593,0.8472297045777674
5,1938.644829,0.39339760088788694,0.19702913200181887,1.3491493871515379
5,2577.739518,0.4182265584144652,0.14106521800120692,1.3909678863909476
6,0.0,0.0,0.0,0.0
6,60.0,0.0,0.0,0.0
6,175.3964807,0.013241241317634461,0.03388965482479853,5.006414265045074
6,200.5170007,0.017219440421137454,0.11932676633236516,6.042314106425525
6,232.4919597,0.0237434812213841,0.12724357918438564,3.9272478196666314
6,266.2005856,0.05843496317510639,0.1400748013589969,3.2866908360026117
6,302.5953465,0.051765151671114534,0.08478254460489093,2.753585953569238
6,338.7394123,0.08465517143168806,0.09921541633372741,2.9805752525958225
6,380.0978325,0.06812268002035392,0.10807020265290078,3.0602837547498525
6,421.1350188,0.09126584516132086,0.1760314584148923,2.6076045953624383
6,457.3083827,0.19099099306140005,0.2167837755854168,1.7515608981660975
6,495.3655412,0.15864581683638393,0.19830697730844546,1.7594886062538346
6,548.9242447,0.15226482793639243,0.22786391715603924,1.3711359786822923
6,624.5494778,0.30117338950138567,0.1611509207561665,1.873601575423736
6,719.4793862,0.27291132464625806,0.23421402627995355,1.364481289055331
6,831.9872696,0.22891583037574,0.2596390057827972,1.1073125245285331
6,996.5734485,0.29704957901165885,0.2822686397134328,2.0209869147615427
6,1307.144025,0.346094807512947,0.15323405943792393,1.1611840168522674
6,1878.357018,0.4405352019597938,0.22369243749123743,1.4750951101318635
6,2420.947316,0.4591879161508158,0.22943604346050622,1.1881909019177896
6,2851.934636,0.3382427674726791,0.16160023667050505,0.8457116182675428
7,0.0,0.0,0.0,0.0
7,60.0,0.0,0.0,0.0
7,179.6715621,0.010833069455881687,0.058002025991148176,5.367829416533162
7,222.5043565,0.012720518059805985,0.10610763581896897,3.541581113979392
7,267.415336,0.04731552576998812,0.10237120526212297,2.517460498835769
7,316.2497714,0.03848817273393109,0.10880594081356675,3.14011428842651
7,368.5331492,0.04786296349197219,0.10535720220358136,2.322214990612996
7,423.8568785,0.08889990742004387,0.12412638396563333,3.157862199676166
7,470.4827508,0.12527810756192337,0.1243360917069647,1.4837419775755254
7,533.7714725,0.15204711549527633,0.1047596640446846,2.089584707446798
7,632.1120011,0.22686498827257928,0.14160281533225308,1.1802660561825535
7,765.6308501,0.16695524837974574,0.13961517815103275,1.7546079085756572
7,951.5027348,0.2674446031927381,0.1746246145211978,1.536801627293255
7,1383.549355,0.3388585216969278,0.14987290028863773,1.1441069326666318
7,2137.594605,0.23616716156647352,0.19268591193261103,1.368918811143821
7,2778.815938,0.2498973396591297,0.18444672252683508,0.8745451059436796
8,0.0,0.0,0.0,0.0
8,60.0,0.0,0.0,0.0
8,184.4216527,0.006660347620357588,0.0437412455213716,6.3210650416781045
8,232.0956262,0.019332475883449253,0.05427796307237141,2.967270271422877
8,283.7469805,0.04092416987290661,0.11550829725705389,2.315030818584427
8,337.8469662,0.058896008176227296,0.07226469055903949,2.6589220783321177
8,399.4609508,0.13242243992278618,0.06283940214453014,1.2852989328563584
8,456.1215027,0.17264304244092327,0.11075706418006691,2.799078648954902
8,518.5848134,0.11311953471037717,0.07630929460782272,2.0467693985567044
8,620.8148984,0.1906829647516806,0.14186527921991463,2.0900484247807407
8,765.6308501,0.15803682638279828,0.10341132190074591,1.242293009152441
8,983.3948772,0.1712309135078694,0.19311560545979642,1.2449978789169216
8,1554.75389,0.23106370592409897,0.14897075952477754,1.691235712446606
8,2380.755442,0.2613182918445148,0.18441190771653257,0.7135951894752517
9,0.0,0.0,0.0,0.0
9,60.0,0.0,0.0,0.0
9,175.7851245,0.015397230536428589,0.06532592273141771,7.615668566528969
9,214.6569541,0.010410917755490025,0.11670841881808534,3.0100898959218236
9,254.0530815,0.027742632167843784,0.13930928971953246,2.6474121337316703
9,298.5793392,0.047845041556975824,0.10642440041098718,1.4978702347706045
9,343.0908459,0.039046897277428334,0.10018874832308193,2.6642848801128047
9,393.9164218,0.04960246298930782,0.12027017161372787,2.7688196796475797
9,443.0658226,0.05014798630951393,0.10852633582158247,2.1029678768693385
9,484.069679,0.10091641924819308,0.14235641079674716,1.6801257263952585
9,548.9242447,0.1416253288183255,0.1694114924200153,1.3973013205922906
9,643.9767077,0.10564873385166587,0.09643384434735282,1.3503149862089043
9,765.6308501,0.14145044432641646,0.1683530819788088,1.5143074348043952
9,925.4091637,0.24240546714289052,0.2076654315104178,1.436373400634683
9,1243.472917,0.2726266818518336,0.20231198444048315,1.6259041998820887
9,1938.644829,0.3432220214215722,0.17762723913222733,0.8871467307155833
9,2577.739518,0.3734967062402937,0.15919594238116802,0.7915985393919782
10,0.0,0.0,0.0,0.0
10,60.0,0.0,0.0,0.0
10,185.015414,0.007082147029757757,0.07482544222611111,4.905402219399922
10,233.2945349,0.02088332858174665,0.07276233482397981,3.3590196492569184
10,285.788436,0.03938198859620018,0.09948389493868441,2.0912221780020013
10,340.5466156,0.024371666904168834,0.07696510768949015,2.094723384679756
10,403.2728145,0.04727357857121931,0.09246773434967925,1.9032270407113536
10,459.7118147,0.050981798567191844,0.09188972014515864,2.0850805239025787
10,525.2289767,0.08871001087240023,0.09731567429752595,2.050325810529902
10,632.1120011,0.10380436080432433,0.16900391689407304,2.0060419622808614
10,785.703667,0.16217112215537277,0.12422638847876936,1.395246134218633
10,1023.260055,0.18082169904164422,0.15645205491148012,1.1490395579932855
10,1672.457008,0.20075716531671162,0.10069396183228951,1.2799581501187278
10,2502.335861,0.25528279359037354,0.21161157363341293,0.9500187965818764
11,0.0,0.0,0.0,0.0
11,60.0,0.0,0.0,0.0
11,190.3592658,0.010196588349891013,0.02615209682724073,3.5913749238776744
11,244.0847133,0.016444718665829056,0.049558276084952876,2.6979665982653778
11,304.1013493,0.0220445224468381,0.10615701254491625,2.482242254491992
11,368.5331492,0.04950993052351939,0.09645203044035149,1.6319544442197773
11,437.5795879,0.04936754820705478,0.0782819087323239,1.9162973630816942
11,499.6014895,0.05778516182909367,0.10910314661270137,1.4306340809294325
11,606.69352,0.05573739727076381,0.16007091824716732,1.128160078699384
11,765.6308501,0.10709410709690782,0.1052162768180406,1.2429307908047726
11,1023.260055,0.09884089966737744,0.09703924000939346,1.7590971382128893
11,1768.759559,0.1697967191227818,0.11319165179518188,1.6785149675683944
11,2640.575899,0.2535342674166687,0.17450443820135902,0.7962522520981459
12,0.0,0.0,0.0,0.0
12,60.0,0.0,0.0,0.0
12,180.6431716,0.013419123122224033,0.04778490953164233,5.470538131585449
12,224.4662072,0.013768091096454188,0.07858844158206557,3.9430855589129683
12,270.7558997,0.027525111472721603,0.1112112411085869,2.458010487275263
12,320.6673794,0.03239517658308214,0.07847948310230353,1.7234083757153498
12,374.893725,0.06060434918565822,0.06620554563393259,2.7974703101500205
12,431.3419927,0.08326148164482626,0.11723539411624218,1.7708161797218462
12,477.3369829,0.11571193866617967,0.14815081247902656,1.4005893530622588
12,548.9242447,0.12376351925400686,0.11596695200720698,1.6449318780163178
12,658.807591,0.18707629535122353,0.2121103759712067,1.0761946987748081
